StudyID,Authors,observations,Fever_37.3up,Fever_38up,Fever_39up,Fever,Cough,Sputumproduction,Sorethroat,Myalgia,Fatigue,Shortnessofbreath,Dyspnea,Headache,Nausea,Diarrhea,setting,Ethics,Date_first_time,Date_last,control_number,age_mean,age_median
957-9,Xiong et al.,116,NA,NA,NA,99,61,31,NA,32,NA,NA,52,6,10,17,Cohort, china,2020/1/20,2020/3/8,NA,NA,58.5
957-90,Jeong et al.,234,NA,NA,NA,41,46,40,31,56,30,NA,NA,11,NA,15,Cohort,Korea,2020/3/15,2020/4/10,NA,37.78,NA
957-91,Ji et al.,101,NA,NA,NA,69,50,20,NA,16,23,NA,14,6,3,1,Cohort,china,2020/1/2,2020/1/28,NA,NA,51
957-92,Zhou et al.,368,171,47,5,302,297,121,48,28,NA,NA,NA,62,NA,40,Cohort,china,2020/1/23,2020/3/1,NA,NA,51
957-93,Zhou et al.,201,135,59,10,NA,118,NA,NA,21,65,NA,NA,18,NA,17,Cohort,china,2020/1/1,2020/4/28,NA,NA,45
957-94,Jourdes et al.,263,NA,NA,NA,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,83,Case Series,france,2020/3/7,2020/4/20,NA,NA,65
957-96    Patients with COVID-19 pneumonia,Kadiane et al.,55,NA,51,NA,NA,43,13,9,39,53,NA,40,25,19,27,Cohort,France,2020/3/1,2020/3/17,NA,68.5,NA
"957-96    Patients without COVID-19
pneumonia",Kadiane et al.,59,NA,41,NA,NA,49,10,23,39,54,NA,13,51,18,27,Cohort,France,2020/3/1,2020/3/17,NA,45.6,NA
957-97,Karadas et al.,239,NA,NA,NA,79,NA,NA,NA,36,NA,NA,NA,64,13,13,Cohort,Turkey,2020/4/1,2020/5/1,NA,46.46,NA
957-98,Khan et al.,121,NA,NA,NA,88,72,NA,44,57,NA,69,NA,38,15,21,Cohort,UK,2020/3/14,2020/4/21,NA,43.19,47
957-99 Nonhospitalized,Killerby et al.,311,NA,NA,NA,240,245,NA,146,184,NA,135,NA,171,NA,NA,Cohort,Georgia,2020/3/1,2020/4/7,NA,NA,45
957-99 Hospitalized,Killerby et al.,220,NA,NA,NA,188,180,NA,21,69,NA,149,NA,35,NA,NA,Cohort,Georgia,2020/3/1,2020/4/7,NA,NA,61
958-10,Sadiq et al.,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,pakistan,2020/5/15,2020/6/30,NA,NA,9.5
958-13,Cantor et al.,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,USA,2020/4/18,2020/5/22,NA,NA,NA
958-17,Chiotos et al.,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,NA,4,Case Series,USA,2020/4/27,2020/5/6,NA,NA,NA
958-18,Blondiaux et al.,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Case Series,France,2020/4/1,NA,NA,9,NA
958-19,Ramcharan et al.,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,UK,2020/4/10,2020/5/9,NA,NA,8.8
958-2,Whittaker et al.,58,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,15,NA,30,Cohort,England,2020/3/23,2020/5/16,NA,2.7,9
958-20,Capone et al.,33,NA,NA,NA,32,17,NA,17,NA,NA,NA,17,19,NA,32,Cohort,US,2020/4/17,2020/5/13,NA,NA,8.6
958-21,Miller et al.,44,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,13,8,18,Cohort,New York,2020/4/18,2020/5/22,NA,NA,7.3
958-24      Non-MIS-C,Prata et al.,69,NA,NA,NA,51,36,NA,2,NA,NA,NA,33,NA,NA,12,Cohort,Brazil,2020/3/1,2020/5/31,NA,NA,4
958-24      MIS-C,Prata et al.,10,NA,NA,NA,8,4,NA,1,NA,NA,NA,6,NA,NA,4,Cohort,Brazil,2020/3/1,2020/5/31,NA,NA,5.2
958-27       MIS-C (Total),Matsubara et al.,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,US,2020/4/10,2020/6/7,20,NA,11.1
958-27       Control,Matsubara et al.,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,US,2020/4/10,2020/6/7,20,NA,9
958-28       MIS-C,Rostad et al.,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Atlanta,2020/3/17,2020/5/26,NA,NA,8.5
958-28       KD,Rostad et al.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Atlanta,2020/3/17,2020/5/26,NA,NA,3
958-29,Blumfield et al.,16,NA,NA,NA,NA,1,NA,5,NA,NA,1,NA,6,NA,7,Cohort,American,2020/4/22,2020/5/21,NA,9.2,NA
958-3,Toubiana et al.,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,france,2020/4/27,2020/5/11,NA,NA,7.9
958-30,Torres et al.,27,NA,NA,NA,27,7,NA,NA,NA,NA,NA,NA,NA,NA,17,Cohort,Chile,2020/5/21,2020/6/24,NA,NA,6
958-31,Cheung et al.,17,NA,NA,NA,8,7,NA,NA,6,NA,NA,7,8,NA,15,Cohort,NewYork,2020/4/18,2020/5/5,NA,NA,8
958-32,Riollano et al.,15,NA,NA,NA,15,3,NA,3,1,1,NA,NA,3,2,7,Case Series,New York,2020/4/24,2020/5/14,NA,12,NA
958-33       With MIS-C,Pereira et al.,6,NA,NA,NA,6,5,NA,NA,NA,NA,NA,4,0,NA,4,Cohort,American,2020/4/16,2020/6/21,NA,NA,7.78
958-33       Without MIS-C,Pereira et al.,60,NA,NA,NA,47,22,NA,NA,NA,NA,NA,26,11,NA,13,Cohort,American,2020/4/16,2020/6/21,NA,NA,11.8
958-34,De et al.,186,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,U.S,2020/3/15,2020/5/20,NA,NA,8.3
958-35,Carter et al.,25,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,UK,NA,NA,NA,NA,12.5
958-36,Belhadjer et al.,35,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,American,2020/3/22,2020/4/30,NA,NA,10
958-37,Pang et al.,13,NA,NA,NA,10,9,NA,NA,NA,7,NA,8,3,NA,5,Case Series,UK,2020/3/1,2020/5/1,NA,NA,NA
958-38,Perez et al.,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,UK,2020/4/28,2020/5/8,NA,NA,9
958-39,Lishman et al.,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Case Series,Cape Town,2020/8/20,NA,NA,NA,NA
958-4,Pouletty et al.,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,France,NA,NA,NA,NA,10
958-41,Wolfler et al.,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/3/15,2020/4/25,NA,7.033333333,NA
958-42,Deep et al.,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,UK,2020/3/14,2020/5/20,NA,NA,NA
958-43,Ant et al.,490,NA,NA,NA,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,Cohort,American,2020/7/1,2020/8/11,NA,NA,3
958-44,Corwin et al.,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Kawasaki,2020/3/1,2020/5/15,NA,NA,10.9
958-45,Hameed et al.,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,US,2020/4/14,2020/5/9,NA,NA,11
958-46,Lee et al.,28,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,USA,2020/3/1,2020/6/1,NA,NA,9
958-47,Jonat et al.,54,NA,NA,NA,5,12,NA,NA,17,NA,NA,12,22,NA,45,Cohort,New York,2020/3/15,2020/6/5,NA,NA,7
958-48,Felsenstein et al.,29,NA,NA,NA,29,9,NA,NA,NA,NA,NA,NA,6,12,15,Cohort,UK,2020/3/1,2020/6/1,NA,NA,6
958-50,Valverde et al.,286,NA,276,NA,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,Cohort,Europe,2020/2/1,2020/6/6,NA,NA,8.4
958-51,Grazioli et al.,4,0,0,4,4,1,0,0,0,0,0,0,1,0,0,Case Series,Switzerland,2020/4/11,2020/4/26,NA,NA,10
958-52,Gruber et al.,9,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Series,USA,2020/4/1,2020/6/1,NA,NA,12
958-53,Dionne et al.,25,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Boston,2020/3/1,2020/5/30,NA,NA,9.7
958-54,Clouser et al.,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Series,USA,2020/4/15,2020/6/20,NA,7.3,NA
958-55,Prieto et al.,5,0,5,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,4,Case Series,Spain,2020/4/28,2020/5/11,NA,NA,7
958-56,Falah et al.,10,NA,NA,NA,8,2,NA,3,NA,NA,NA,2,0,NA,3,Case Series,Pakistan,2020/4/1,2020/6/1,NA,6,7.9
958-57,Kelly et al.,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Boston,2020/5/1,2020/6/5,NA,NA,3.5
958-6,Blumfield et al.,19,NA,NA,NA,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,bronx,2020/2/25,2020/5/1,NA,NA,8
958-8,Grimaud M. ,20,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,France,2020/4/15,2020/4/27,NA,NA,10
958-9        MIS-C,Diorio et al.,6,NA,NA,NA,6,0,NA,NA,NA,NA,1,NA,NA,NA,2,Case Series,USA,2020/4/3,2020/5/15,NA,NA,6
958-9        Severe COVID-19,Diorio et al.,9,NA,NA,NA,4,1,NA,NA,NA,NA,0,NA,NA,NA,0,Case Series,USA,2020/4/3,2020/5/15,NA,NA,16
972-1      Control cohort,Kobylecki et al.,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,UK,2020/1/1,2020/5/31,27,NA,79.8
972-1   Pandemic cohort,Kobylecki et al.,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,UK,2020/1/1,2020/5/31,27,NA,78.3
972-10,Buccafusca et al.,12,NA,NA,NA,4,2,NA,NA,NA,NA,NA,1,4,NA,0,Case Series,Messina,2020/3/8,2020/5/30,NA,73,NA
972-11       PD,Brown et al.,51,NA,NA,NA,32,36,NA,NA,39,NA,NA,NA,NA,NA,NA,Cohort,USA,2020/4/23,2020/5/23,NA,65,NA
972-11       Not PD,Brown et al.,26,NA,NA,NA,20,25,NA,NA,24,NA,NA,NA,NA,NA,NA,Cohort,USA,2020/4/23,2020/5/23,NA,57,NA
972-12,Artusi et al.,8,NA,NA,NA,6,2,NA,NA,2,NA,NA,3,NA,NA,NA,Case Series,Italy,2020/5/4,2020/5/6,NA,NA,NA
972-13,Antonini et al.,10,NA,NA,NA,6,8,NA,NA,NA,4,2,NA,NA,NA,NA,Case Series,UK,NA,NA,NA,78.3,NA
972-2         non-PD,Zhang et al.,78355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,USA,2020/7/15,2020/9/9,NA,NA,50
972-2         PD,Zhang et al.,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,USA,2020/7/15,2020/9/9,NA,NA,79
972-3,Zhai et al.,296,NA,NA,NA,255,197,NA,NA,70,161,140,102,NA,25,42,Cohort,China,2020/1/28,2020/2/29,NA,72.1,66
972-4      Control cohort,Vignatelli et al.,8590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/2/26,2020/5/31,NA,76,NA
972-4      Parkinson¡¦s disease,Vignatelli et al.,696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/2/26,2020/5/31,NA,75,NA
972-4      Parkinsonism,Vignatelli et al.,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/2/26,2020/5/31,NA,80.5,NA
972-5,Santos et al.,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Spain,2020/5/11,2020/6/20,NA,63.5,NA
972-6     COVID-19 +,Sainz et al.,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,Spain,2020/3/1,2020/7/31,172,75.9,NA
972-6     COVID-19-,Sainz et al.,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,Spain,2020/3/1,2020/7/31,172,73.9,NA
972-7,Fasano et al.,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Canada,NA,NA,NA,71.4,NA
972-8            Non-Covid-19,Del et al.,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,Tuscany region,2020/4/10,2020/5/4,14,75.05,NA
972-8            COVID-19,Del et al.,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,Tuscany region,2020/4/10,2020/5/4,14,75.71,NA
972-9               Cases,Cilia et al.,12,NA,NA,NA,10,9,NA,NA,7,7,NA,4,4,2,6,Case Control,Italy,2020/1/1,2020/5/4,36,65.5,NA
972-9    Controls,Cilia et al.,36,NA,NA,NA,9,3,NA,NA,2,3,NA,0,3,1,2,Case Control,Italy,2020/1/1,2020/5/4,36,6.3,NA
981-18,Yashavantha et al.,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,India,2019/12/31,2020/1/3,NA,NA,NA
982-16,Huang et al.,8,5,2,0,7,7,4,3,4,5,3,NA,3,6,6,Case Series,China,2020/1/25,2020/1/27,NA,NA,22
20_1,Cao  et al.,102,NA,NA,NA,83,50,NA,NA,35,56,NA,NA,NA,NA,11,Cohort,Chinese,2020/1/3,2020/2/1,NA,NA,NA
20_5,Du et al.,179,NA,NA,NA,177,146,55,NA,34,71,NA,89,17,NA,NA,Cohort,Chinese,2019/12/25,2020/2/7,NA,57.6,NA
200-10,Yang et al.,10,20,10,NA,10,4,NA,NA,4,10,NA,NA,NA,NA,NA,Case Control,Chinese,2020/1/1,2020/2/3,14,NA,NA
200-9,Wang et al.,17,NA,NA,NA,11,9,NA,NA,NA,6,NA,NA,1,NA,NA,Case Series,Chinese,2019/12/1,2020/1/22,NA,NA,75
204-16,Qasim et al.,1080,NA,NA,NA,857,459,NA,NA,NA,316,223,NA,NA,NA,NA,Case Control, Japan ,2020/1/15,2020/3/24,112,NA,80
204-17,Shabrawishi et al.,150,NA,NA,NA,72,71,5,24,4,1,29,NA,4,1,2,Cohort,Saudi Arabia,2020/3/12,2020/3/31,NA,46.1,NA
204-26,Rojo et al.,15111,7620,3100,NA,NA,8751,2331,NA,NA,6507,8684,NA,NA,NA,3554,Cohort,Spain,2020/3/24,2020/6/30,NA,NA,69.4
204-27,Regina et al.,145,NA,NA,NA,104,100,NA,NA,36,72,NA,77,NA,34,35,Cohort,Switzerland,2020/3/1,2020/3/25,NA,NA,62
204-29,Colaneri et al.,44,40,NA,NA,NA,15,NA,NA,NA,NA,16,10,NA,NA,3,Cohort,Italy,2020/2/21,2020/2/28,NA,NA,67.5
204-30,Argenziano et al.,1000,NA,NA,NA,728,NA,81,84,268,NA,NA,631,101,178,236,Case Series,new york,2020/3/11,2020/4/6,NA,NA,63
204-46,Song et al.,1172,NA,NA,NA,921,767,NA,NA,172,285,NA,NA,NA,NA,NA,Cohort,china,2020/1/20,2020/3/10,NA,NA,61
214-10,Garg et al.,180,NA,NA,NA,153,155,NA,32,62,NA,144,NA,29,44,48,Cohort,USA,2020/3/1,2020/3/30,NA,NA,NA
214-20-1,Liu et al.,61,60,39,5,NA,39,27,10,NA,35,7,3,21,5,6,Cohort,china,2020/1/13,2020/1/31,NA,NA,40
214-20-2,Liu et al.,54,42,29,4,NA,38,22,8,NA,26,12,4,6,5,2,Cohort,china,2020/2/1,2020/2/24,NA,NA,45
214-4,Guo et al.,174,136,100,27,136,56,NA,NA,36,47,42,NA,12,17,21,Cohort,china,2020/2/10,2020/2/29,NA,NA,59
214-42,Du et al.,109,NA,NA,NA,99,77,47,NA,19,58,NA,75,8,NA,29,Cohort,china,2019/12/25,2020/2/15,NA,70.7,NA
214-49,Zhang et al.,48,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,china,2019/12/25,2020/2/15,NA,70.58,NA
214-51,Ji et al.,49,NA,NA,NA,39,17,11,4,6,9,6,NA,9,NA,4,Cohort,china,2020/1/20,2020/2/16,NA,43.6,NA
214-55,Ma et al.,84,NA,NA,NA,54,43,28,8,11,16,7,3,4,3,6,Cohort,china,2020/1/21,2020/3/2,NA,NA,48
214-59,Yuan et al.,27,NA,NA,NA,21,16,NA,NA,3,NA,NA,11,NA,NA,NA,Cohort,china,2020/1/1,2020/1/25,NA,NA,60
214-64,Zhao et al.,37,16,5,0,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,china,2020/1/23,2020/1/31,NA,41,NA
214-93,Ciceri et al.,410,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/2/25,2020/3/24,NA,NA,65
214-94,Duanmu et al.,100,NA,NA,NA,71,87,NA,21,21,21,38,NA,15,15,10,Cohort,USA,2020/3/4,2020/3/23,NA,NA,45
214-95,Inciardi et al.,99,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/3/4,2020/3/25,NA,67,NA
214-98,Colombi et al.,236,NA,NA,NA,230,144,NA,NA,NA,28,NA,87,NA,NA,NA,Cohort,Italy,2020/2/7,2020/3/10,NA,NA,68
220-3,Fu et al.,36,NA,NA,NA,18,18,1,6,6,3,1,NA,2,NA,3,Cohort,china,2020/1/31,2020/2/15,NA,NA,45
248-21,Liu et al.,6,NA,NA,6,6,6,NA,NA,NA,NA,1,1,NA,4,NA,Case Series,china,2020/1/7,2020/1/15,NA,NA,NA
248-22,Zhao et al.,19,NA,NA,NA,15,9,NA,4,NA,2,NA,NA,2,NA,1,Case Control,china,2020/1/23,2020/2/5,15,48,NA
248-25-1,Lei et al.,20,NA,NA,NA,16,11,NA,4,7,NA,2,NA,NA,3,5,Cohort,china,2020/1/22,2020/2/18,NA,43.2,NA
248-25-2,,99,NA,NA,NA,82,81,NA,5,11,NA,31,NA,NA,1,2,Cohort,china,2020/1/1,2020/1/25,NA,55.5,NA
248-27,Fan et al.,150,NA,NA,NA,122,99,NA,NA,15,33,NA,12,6,NA,7,Cohort,china,2020/1/10,2020/2/12,NA,NA,56
248-32-1,Zachariah et al.,41,NA,NA,NA,37,17,NA,4,NA,NA,9,9,NA,NA,NA,Cohort,New York,2020/3/1,2020/4/15,NA,NA,9
248-32-2,Zachariah et al.,9,NA,NA,NA,9,6,NA,2,NA,NA,8,8,NA,NA,NA,Cohort,New York,2020/3/1,2020/4/15,NA,NA,14
248-34,Li et al.,102,NA,NA,NA,94,77,26,NA,24,35,NA,52,18,6,18,Cohort,china,2020/1/31,2020/3/25,NA,NA,57
26_11,Lei et al.,13,NA,NA,NA,7,7,NA,NA,1,3,NA,NA,2,NA,3,Case Series,china,2020/1/16,2020/2/22,NA,NA,NA
26_29,Campioli et al.,251,NA,NA,NA,NA,154,NA,79,114,NA,NA,80,72,NA,45,Cohort,USA,2020/2/1,2020/5/15,NA,NA,53
26_31,Lian et al.,788,NA,NA,NA,320,261,134,68,42,67,17,NA,27,NA,NA,Case Control,china,2020/1/17,2020/2/7,395,43.47,NA
26_32,Samrah et al.,81,NA,NA,NA,14,31,NA,NA,NA,15,NA,NA,NA,NA,NA,Cohort,Jordan,2020/3/17,2020/4/2,NA,39.95,NA
26_33,He et al.,82,NA,NA,NA,25,17,6,2,7,2,NA,NA,3,NA,NA,Case Control,china,2020/1/10,2020/2/28,48,NA,52
26_35,Ding et al.,72,NA,NA,NA,61,44,9,5,4,18,NA,7,8,4,1,Cohort,china,2020/1/21,2020/2/17,NA,NA,49
26_41,Chen et al.,136,NA,NA,NA,64,69,NA,NA,NA,19,NA,13,12,NA,NA,Cohort,china,2020/1/25,2020/2/20,NA,NA,47
26_48,Lam et al.,1084,NA,NA,NA,428,436,NA,174,NA,NA,NA,NA,98,NA,NA,Cohort,Hong Kong,2020/1/18,2020/5/26,NA,37.5,35
26_49,Hu et al.,59,NA,NA,NA,34,18,7,NA,4,7,NA,NA,6,NA,NA,Cohort,China,2020/1/29,2020/3/12,NA,NA,46
26_51,Garcia-Azorin et al.,104,NA,NA,NA,93,89,NA,NA,44,23,NA,52,NA,NA,49,Cohort,Spain,2020/3/8,2020/4/11,NA,56.7,NA
26_53,Lu et al.,270,NA,NA,NA,262,200,51,NA,NA,NA,139,NA,21,NA,8,Cohort,China,2020/1/20,2020/2/21,NA,NA,49
26_59,Mohamud et al.,60,NA,NA,NA,43,45,NA,15,NA,NA,NA,NA,10,NA,NA,Cohort,Turkey,2020/4/1,2020/4/20,NA,45.7,NA
26_6-1,d'Ettorre et al.,28,NA,NA,NA,27,22,NA,NA,2,NA,NA,20,3,NA,14,Case Control,Italy,2020/3/9,2020/4/4,42,59,NA
26_6-2,d'Ettorre et al.,42,NA,NA,NA,39,32,NA,NA,2,NA,NA,24,8,NA,19,Case Control,Italy,2020/3/9,2020/4/4,NA,60.5,NA
26_61,Utku et al.,143,NA,NA,NA,48,81,32,14,49,81,NA,31,43,NA,31,Case Control,Turkey,NA,NA,154,57.8,NA
26_63,Rokohl et al.,108,NA,NA,NA,47,82,NA,63,NA,NA,NA,NA,80,NA,NA,Cohort,Germany,NA,NA,NA,37.9,NA
26_68,Liu et al.,24,NA,NA,NA,19,6,NA,NA,2,6,2,NA,NA,NA,NA,Cohort,China,2020/1/22,2020/2/15,NA,43,NA
26_71-1,Wu et al.,69,NA,NA,NA,59,49,17,23,NA,42,NA,29,13,NA,NA,Case Control,China,2020/1/20,2020/3/5,547,NA,NA
26_71-2,Wu et al.,63,NA,NA,NA,48,36,14,5,NA,30,NA,10,16,NA,NA,Case Control,China,2020/1/20,2020/3/5,644,NA,NA
26_71-3,Wu et al.,41,NA,NA,NA,22,18,17,12,NA,23,NA,13,4,NA,NA,Case Control,China,2020/1/20,2020/3/5,601,NA,NA
26_72,He et al.,93,NA,NA,NA,70,60,21,11,6,22,NA,20,5,NA,8,Cohort,China,2020/1/17,2020/2/12,NA,47.9,44
26_78,Hou et al.,389,NA,NA,NA,310,236,95,10,23,146,76,NA,14,12,44,Cohort,China,2020/1/24,2020/2/15,NA,61.3,NA
26_80,Caturegli et al.,60,NA,NA,NA,55,48,6,7,11,12,33,NA,5,10,8,Case Control,USA,2020/3/11,2020/4/12,55,NA,61
26_86,Lam et al.,37,NA,NA,NA,27,26,16,8,NA,16,12,NA,NA,NA,6,Case Control,HongKong,2020/1/20,2020/2/29,111,NA,63
26_89,Mizrahi et al.,117230,NA,NA,NA,11093,13427,NA,1378,9900,4284,1385,1385,3318,1167,2255,Cohort,Israel,2020/1/3,2020/7/6,NA,39.3,NA
26_92,Loon et al.,185,NA,NA,NA,NA,152,NA,93,130,142,74,NA,145,NA,36,Cohort,Belgium,2020/3/23,2020/4/6,NA,NA,NA
27_108,Wang et al.,344,NA,NA,NA,301,233,135,NA,NA,167,NA,208,NA,NA,92,Cohort,China,2020/1/25,2020/2/25,NA,NA,64
27_24,Spinato et al.,202,NA,NA,NA,113,122,NA,63,90,NA,NA,NA,86,40,88,Cohort,Italy,2020/3/19,2020/3/22,NA,NA,56
27_37,Rodriguez-Morales et al.,922,NA,NA,NA,78,452,NA,394,32,NA,NA,498,597,NA,NA,Cohort,Chile,2020/3/3,2020/3/23,NA,NA,NA
27_47,Yan et al.,193,NA,NA,NA,173,135,NA,NA,NA,101,NA,115,21,14,51,Cohort,China,2020/1/10,2020/2/24,NA,NA,64
27_53,Hung et al.,127,NA,NA,NA,102,68,42,26,18,NA,14,NA,6,NA,24,Case Control,China,2020/2/10,2020/3/20,41,NA,52
27_60,Lai et al.,110,NA,NA,NA,67,62,16,55,50,NA,NA,26,33,15,39,Cohort,China,2020/1/1,2020/2/9,NA,NA,36.5
27_67,Wang et al.,107,NA,NA,NA,104,67,NA,12,33,69,NA,35,7,6,7,Cohort,China,NA,2020/2/10,NA,NA,51
27_83,Zhu et al.,114,NA,NA,NA,93,68,37,3,4,51,NA,52,NA,4,10,Cohort,China,2020/1/20,2020/2/15,NA,NA,76
274-11,CDC COVID-19 Response Team,4707,NA,NA,NA,3196,3694,NA,1790,3122,NA,1930,NA,3048,NA,1507,Cohort,USA,2020/2/12,2020/4/9,NA,NA,42
274-12,Wei et al.,14,NA,NA,NA,12,10,5,7,NA,NA,NA,2,8,NA,9,Cohort,China,NA,2020/1/31,NA,36,NA
274-13,Kimball et al.,23,NA,NA,NA,1,7,NA,2,NA,NA,1,NA,NA,3,1,Cohort,USA,NA,2020/3/13,NA,80.7,NA
274-22,Chow et al.,48,NA,NA,NA,20,24,NA,7,17,NA,NA,NA,8,1,3,Cohort,USA,2020/3/19,2020/3/22,NA,NA,56
274-25,Jin et al.,103,NA,NA,NA,50,35,NA,NA,37,NA,NA,NA,NA,NA,NA,Cohort,China,2020/2/15,2020/2/19,NA,NA,35
274-29,Guo et al.,24,NA,NA,NA,20,15,NA,2,1,17,1,NA,8,NA,9,Case Control,China,2020/1/13,2020/2/5,48,36.1,NA
274-30,Rivera-Izquierdo et al.,76,59,34,NA,NA,47,NA,34,NA,64,NA,30,48,17,31,Cohort,Spanish,2020/3/11,2020/4/21,NA,45.8,NA
425-24,Liu et al.,101,68,26,6,71,59,21,24,18,39,NA,NA,14,NA,11,Cohort,China,2020/1/16,2020/2/25,NA,NA,33
425-25,Fu et al.,200,NA,NA,NA,170,96,NA,NA,NA,105,NA,NA,NA,NA,120,Cohort,China,2020/1/1,2020/1/30,NA,NA,NA
425-3,Chen et al.,99,NA,NA,NA,82,81,NA,5,11,NA,31,NA,8,1,2,Cohort,China,2020/1/1,2020/1/25,NA,55.5,NA
425-37,Zhang et al.,478,333,156,14,333,227,NA,NA,NA,117,NA,40,38,NA,NA,Cohort,China,2020/1/20,2020/2/20,NA,NA,46
425-46,Liu et al.,51,NA,NA,NA,43,38,16,2,6,22,NA,11,5,3,4,Cohort,China,2020/1/20,2020/2/11,NA,NA,45
425-60,Kuang et al.,143,105,98,33,105,42,41,15,14,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/17,2020/3/11,NA,NA,47
426-105,Schwartz et al.,19,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,1,Case Series,Iran,NA,NA,NA,NA,NA
426-106,Schwartz et al.,4,NA,NA,NA,4,3,NA,NA,NA,1,3,NA,NA,3,NA,Case Series,USA,NA,NA,NA,NA,NA
